route_id,service_id,trip_id,trip_headsign,direction_id
M1A,HERGUN,M1A_0_1143,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1150,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1157,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1204,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1211,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1218,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1225,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1232,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1239,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1246,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1253,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1300,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1307,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1314,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1321,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1328,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1335,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1342,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1349,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1356,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1403,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1410,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1417,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1424,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1431,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1438,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1445,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1452,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1459,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1506,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1513,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1520,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1527,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1534,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1541,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1548,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1555,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1602,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1609,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1616,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1623,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1630,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1637,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1644,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1651,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1658,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1705,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1712,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1719,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1726,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1733,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1740,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1747,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1754,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1801,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1808,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1815,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1822,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1829,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1836,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1843,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1850,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1857,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1904,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1911,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1918,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1925,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1932,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1939,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1946,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_1953,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2000,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2007,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2014,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2021,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2028,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2035,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2042,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2049,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2056,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2103,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2110,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2117,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2124,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2131,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2138,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2145,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2152,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2159,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2206,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2213,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2220,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2227,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2234,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2241,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2248,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2255,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2302,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2309,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2316,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2323,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2330,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2337,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2344,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2351,Atatürk Havalimanı,0
M1A,HERGUN,M1A_0_2358,Atatürk Havalimanı,0
M1A,HERGUN,M1A_1_0600,Yenikapı,1
M1A,HERGUN,M1A_1_0607,Yenikapı,1
M1A,HERGUN,M1A_1_0614,Yenikapı,1
M1A,HERGUN,M1A_1_0621,Yenikapı,1
M1A,HERGUN,M1A_1_0628,Yenikapı,1
M1A,HERGUN,M1A_1_0635,Yenikapı,1
M1A,HERGUN,M1A_1_0642,Yenikapı,1
M1A,HERGUN,M1A_1_0649,Yenikapı,1
M1A,HERGUN,M1A_1_0656,Yenikapı,1
M1A,HERGUN,M1A_1_0703,Yenikapı,1
M1A,HERGUN,M1A_1_0710,Yenikapı,1
M1A,HERGUN,M1A_1_0717,Yenikapı,1
M1A,HERGUN,M1A_1_0724,Yenikapı,1
M1A,HERGUN,M1A_1_0731,Yenikapı,1
M1A,HERGUN,M1A_1_0738,Yenikapı,1
M1A,HERGUN,M1A_1_0745,Yenikapı,1
M1A,HERGUN,M1A_1_0752,Yenikapı,1
M1A,HERGUN,M1A_1_0759,Yenikapı,1
M1A,HERGUN,M1A_1_0806,Yenikapı,1
M1A,HERGUN,M1A_1_0813,Yenikapı,1
M1A,HERGUN,M1A_1_0820,Yenikapı,1
M1A,HERGUN,M1A_1_0827,Yenikapı,1
M1A,HERGUN,M1A_1_0834,Yenikapı,1
M1A,HERGUN,M1A_1_0841,Yenikapı,1
M1A,HERGUN,M1A_1_0848,Yenikapı,1
M1A,HERGUN,M1A_1_0855,Yenikapı,1
M1A,HERGUN,M1A_1_0902,Yenikapı,1
M1A,HERGUN,M1A_1_0909,Yenikapı,1
M1A,HERGUN,M1A_1_0916,Yenikapı,1
M1A,HERGUN,M1A_1_0923,Yenikapı,1
M1A,HERGUN,M1A_1_0930,Yenikapı,1
M1A,HERGUN,M1A_1_0937,Yenikapı,1
M1A,HERGUN,M1A_1_0944,Yenikapı,1
M1A,HERGUN,M1A_1_0951,Yenikapı,1
M1A,HERGUN,M1A_1_0958,Yenikapı,1
M1A,HERGUN,M1A_1_1005,Yenikapı,1
M1A,HERGUN,M1A_1_1012,Yenikapı,1
M1A,HERGUN,M1A_1_1019,Yenikapı,1
M1A,HERGUN,M1A_1_1026,Yenikapı,1
M1A,HERGUN,M1A_1_1033,Yenikapı,1
M1A,HERGUN,M1A_1_1040,Yenikapı,1
M1A,HERGUN,M1A_1_1047,Yenikapı,1
M1A,HERGUN,M1A_1_1054,Yenikapı,1
M1A,HERGUN,M1A_1_1101,Yenikapı,1
M1A,HERGUN,M1A_1_1108,Yenikapı,1
M1A,HERGUN,M1A_1_1115,Yenikapı,1
M1A,HERGUN,M1A_1_1122,Yenikapı,1
M1A,HERGUN,M1A_1_1129,Yenikapı,1
M1A,HERGUN,M1A_1_1136,Yenikapı,1
M1A,HERGUN,M1A_1_1143,Yenikapı,1
M1A,HERGUN,M1A_1_1150,Yenikapı,1
M1A,HERGUN,M1A_1_1157,Yenikapı,1
M1A,HERGUN,M1A_1_1204,Yenikapı,1
M1A,HERGUN,M1A_1_1211,Yenikapı,1
M1A,HERGUN,M1A_1_1218,Yenikapı,1
M1A,HERGUN,M1A_1_1225,Yenikapı,1
M1A,HERGUN,M1A_1_1232,Yenikapı,1
M1A,HERGUN,M1A_1_1239,Yenikapı,1
M1A,HERGUN,M1A_1_1246,Yenikapı,1
M1A,HERGUN,M1A_1_1253,Yenikapı,1
M1A,HERGUN,M1A_1_1300,Yenikapı,1
M1A,HERGUN,M1A_1_1307,Yenikapı,1
M1A,HERGUN,M1A_1_1314,Yenikapı,1
M1A,HERGUN,M1A_1_1321,Yenikapı,1
M1A,HERGUN,M1A_1_1328,Yenikapı,1
M1A,HERGUN,M1A_1_1335,Yenikapı,1
M1A,HERGUN,M1A_1_1342,Yenikapı,1
M1A,HERGUN,M1A_1_1349,Yenikapı,1
M1A,HERGUN,M1A_1_1356,Yenikapı,1
M1A,HERGUN,M1A_1_1403,Yenikapı,1
M1A,HERGUN,M1A_1_1410,Yenikapı,1
M1A,HERGUN,M1A_1_1417,Yenikapı,1
M1A,HERGUN,M1A_1_1424,Yenikapı,1
M1A,HERGUN,M1A_1_1431,Yenikapı,1
M1A,HERGUN,M1A_1_1438,Yenikapı,1
M1A,HERGUN,M1A_1_1445,Yenikapı,1
M1A,HERGUN,M1A_1_1452,Yenikapı,1
M1A,HERGUN,M1A_1_1459,Yenikapı,1
M1A,HERGUN,M1A_1_1506,Yenikapı,1
M1A,HERGUN,M1A_1_1513,Yenikapı,1
M1A,HERGUN,M1A_1_1520,Yenikapı,1
M1A,HERGUN,M1A_1_1527,Yenikapı,1
M1A,HERGUN,M1A_1_1534,Yenikapı,1
M1A,HERGUN,M1A_1_1541,Yenikapı,1
M1A,HERGUN,M1A_1_1548,Yenikapı,1
M1A,HERGUN,M1A_1_1555,Yenikapı,1
M1A,HERGUN,M1A_1_1602,Yenikapı,1
M1A,HERGUN,M1A_1_1609,Yenikapı,1
M1A,HERGUN,M1A_1_1616,Yenikapı,1
M1A,HERGUN,M1A_1_1623,Yenikapı,1
M1A,HERGUN,M1A_1_1630,Yenikapı,1
M1A,HERGUN,M1A_1_1637,Yenikapı,1
M1A,HERGUN,M1A_1_1644,Yenikapı,1
M1A,HERGUN,M1A_1_1651,Yenikapı,1
M1A,HERGUN,M1A_1_1658,Yenikapı,1
M1A,HERGUN,M1A_1_1705,Yenikapı,1
M1A,HERGUN,M1A_1_1712,Yenikapı,1
M1A,HERGUN,M1A_1_1719,Yenikapı,1
M1A,HERGUN,M1A_1_1726,Yenikapı,1
M1A,HERGUN,M1A_1_1733,Yenikapı,1
M1A,HERGUN,M1A_1_1740,Yenikapı,1
M1A,HERGUN,M1A_1_1747,Yenikapı,1
M1A,HERGUN,M1A_1_1754,Yenikapı,1
M1A,HERGUN,M1A_1_1801,Yenikapı,1
M1A,HERGUN,M1A_1_1808,Yenikapı,1
M1A,HERGUN,M1A_1_1815,Yenikapı,1
M1A,HERGUN,M1A_1_1822,Yenikapı,1
M1A,HERGUN,M1A_1_1829,Yenikapı,1
M1A,HERGUN,M1A_1_1836,Yenikapı,1
M1A,HERGUN,M1A_1_1843,Yenikapı,1
M1A,HERGUN,M1A_1_1850,Yenikapı,1
M1A,HERGUN,M1A_1_1857,Yenikapı,1
M1A,HERGUN,M1A_1_1904,Yenikapı,1
M1A,HERGUN,M1A_1_1911,Yenikapı,1
M1A,HERGUN,M1A_1_1918,Yenikapı,1
M1A,HERGUN,M1A_1_1925,Yenikapı,1
M1A,HERGUN,M1A_1_1932,Yenikapı,1
M1A,HERGUN,M1A_1_1939,Yenikapı,1
M1A,HERGUN,M1A_1_1946,Yenikapı,1
M1A,HERGUN,M1A_1_1953,Yenikapı,1
M1A,HERGUN,M1A_1_2000,Yenikapı,1
M1A,HERGUN,M1A_1_2007,Yenikapı,1
M1A,HERGUN,M1A_1_2014,Yenikapı,1
M1A,HERGUN,M1A_1_2021,Yenikapı,1
M1A,HERGUN,M1A_1_2028,Yenikapı,1
M1A,HERGUN,M1A_1_2035,Yenikapı,1
M1A,HERGUN,M1A_1_2042,Yenikapı,1
M1A,HERGUN,M1A_1_2049,Yenikapı,1
M1A,HERGUN,M1A_1_2056,Yenikapı,1
M1A,HERGUN,M1A_1_2103,Yenikapı,1
M1A,HERGUN,M1A_1_2110,Yenikapı,1
M1A,HERGUN,M1A_1_2117,Yenikapı,1
M1A,HERGUN,M1A_1_2124,Yenikapı,1
M1A,HERGUN,M1A_1_2131,Yenikapı,1
M1A,HERGUN,M1A_1_2138,Yenikapı,1
M1A,HERGUN,M1A_1_2145,Yenikapı,1
M1A,HERGUN,M1A_1_2152,Yenikapı,1
M1A,HERGUN,M1A_1_2159,Yenikapı,1
M1A,HERGUN,M1A_1_2206,Yenikapı,1
M1A,HERGUN,M1A_1_2213,Yenikapı,1
M1A,HERGUN,M1A_1_2220,Yenikapı,1
M1A,HERGUN,M1A_1_2227,Yenikapı,1
M1A,HERGUN,M1A_1_2234,Yenikapı,1
M1A,HERGUN,M1A_1_2241,Yenikapı,1
M1A,HERGUN,M1A_1_2248,Yenikapı,1
M1A,HERGUN,M1A_1_2255,Yenikapı,1
M1A,HERGUN,M1A_1_2302,Yenikapı,1
M1A,HERGUN,M1A_1_2309,Yenikapı,1
M1A,HERGUN,M1A_1_2316,Yenikapı,1
M1A,HERGUN,M1A_1_2323,Yenikapı,1
M1A,HERGUN,M1A_1_2330,Yenikapı,1
M1A,HERGUN,M1A_1_2337,Yenikapı,1
M1A,HERGUN,M1A_1_2344,Yenikapı,1
M1A,HERGUN,M1A_1_2351,Yenikapı,1
M1A,HERGUN,M1A_1_2358,Yenikapı,1
M1B,HERGUN,M1B_0_0600,Kirazlı,0
M1B,HERGUN,M1B_0_0609,Kirazlı,0
M1B,HERGUN,M1B_0_0618,Kirazlı,0
M1B,HERGUN,M1B_0_0627,Kirazlı,0
M1B,HERGUN,M1B_0_0636,Kirazlı,0
M1B,HERGUN,M1B_0_0645,Kirazlı,0
M1B,HERGUN,M1B_0_0654,Kirazlı,0
M1B,HERGUN,M1B_0_0703,Kirazlı,0
M1B,HERGUN,M1B_0_0712,Kirazlı,0
M1B,HERGUN,M1B_0_0721,Kirazlı,0
M1B,HERGUN,M1B_0_0730,Kirazlı,0
M1B,HERGUN,M1B_0_0739,Kirazlı,0
M1B,HERGUN,M1B_0_0748,Kirazlı,0
M1B,HERGUN,M1B_0_0757,Kirazlı,0
M1B,HERGUN,M1B_0_0806,Kirazlı,0
M1B,HERGUN,M1B_0_0815,Kirazlı,0
M1B,HERGUN,M1B_0_0824,Kirazlı,0
M1B,HERGUN,M1B_0_0833,Kirazlı,0
M1B,HERGUN,M1B_0_0842,Kirazlı,0
M1B,HERGUN,M1B_0_0851,Kirazlı,0
M1B,HERGUN,M1B_0_0900,Kirazlı,0
M1B,HERGUN,M1B_0_0909,Kirazlı,0
M1B,HERGUN,M1B_0_0918,Kirazlı,0
M1B,HERGUN,M1B_0_0927,Kirazlı,0
M1B,HERGUN,M1B_0_0936,Kirazlı,0
M1B,HERGUN,M1B_0_0945,Kirazlı,0
M1B,HERGUN,M1B_0_0954,Kirazlı,0
M1B,HERGUN,M1B_0_1003,Kirazlı,0
M1B,HERGUN,M1B_0_1012,Kirazlı,0
M1B,HERGUN,M1B_0_1021,Kirazlı,0
M1B,HERGUN,M1B_0_1030,Kirazlı,0
M1B,HERGUN,M1B_0_1039,Kirazlı,0
M1B,HERGUN,M1B_0_1048,Kirazlı,0
M1B,HERGUN,M1B_0_1057,Kirazlı,0
M1B,HERGUN,M1B_0_1106,Kirazlı,0
M1B,HERGUN,M1B_0_1115,Kirazlı,0
M1B,HERGUN,M1B_0_1124,Kirazlı,0
M1B,HERGUN,M1B_0_1133,Kirazlı,0
M1B,HERGUN,M1B_0_1142,Kirazlı,0
M1B,HERGUN,M1B_0_1151,Kirazlı,0
M1B,HERGUN,M1B_0_1200,Kirazlı,0
M1B,HERGUN,M1B_0_1209,Kirazlı,0
M1B,HERGUN,M1B_0_1218,Kirazlı,0
M1B,HERGUN,M1B_0_1227,Kirazlı,0
M1B,HERGUN,M1B_0_1236,Kirazlı,0
M1B,HERGUN,M1B_0_1245,Kirazlı,0
M1B,HERGUN,M1B_0_1254,Kirazlı,0
M1B,HERGUN,M1B_0_1303,Kirazlı,0
M1B,HERGUN,M1B_0_1312,Kirazlı,0
M1B,HERGUN,M1B_0_1321,Kirazlı,0
M1B,HERGUN,M1B_0_1330,Kirazlı,0
M1B,HERGUN,M1B_0_1339,Kirazlı,0
M1B,HERGUN,M1B_0_1348,Kirazlı,0
M1B,HERGUN,M1B_0_1357,Kirazlı,0
M1B,HERGUN,M1B_0_1406,Kirazlı,0
M1B,HERGUN,M1B_0_1415,Kirazlı,0
M1B,HERGUN,M1B_0_1424,Kirazlı,0
M1B,HERGUN,M1B_0_1433,Kirazlı,0
M1B,HERGUN,M1B_0_1442,Kirazlı,0
M1B,HERGUN,M1B_0_1451,Kirazlı,0
M1B,HERGUN,M1B_0_1500,Kirazlı,0
M1B,HERGUN,M1B_0_1509,Kirazlı,0
M1B,HERGUN,M1B_0_1518,Kirazlı,0
M1B,HERGUN,M1B_0_1527,Kirazlı,0
M1B,HERGUN,M1B_0_1536,Kirazlı,0
M1B,HERGUN,M1B_0_1545,Kirazlı,0
M1B,HERGUN,M1B_0_1554,Kirazlı,0
M1B,HERGUN,M1B_0_1603,Kirazlı,0
M1B,HERGUN,M1B_0_1612,Kirazlı,0
M1B,HERGUN,M1B_0_1621,Kirazlı,0
M1B,HERGUN,M1B_0_1630,Kirazlı,0
M1B,HERGUN,M1B_0_1639,Kirazlı,0
M1B,HERGUN,M1B_0_1648,Kirazlı,0
M1B,HERGUN,M1B_0_1657,Kirazlı,0
M1B,HERGUN,M1B_0_1706,Kirazlı,0
M1B,HERGUN,M1B_0_1715,Kirazlı,0
M1B,HERGUN,M1B_0_1724,Kirazlı,0
M1B,HERGUN,M1B_0_1733,Kirazlı,0
M1B,HERGUN,M1B_0_1742,Kirazlı,0
M1B,HERGUN,M1B_0_1751,Kirazlı,0
M1B,HERGUN,M1B_0_1800,Kirazlı,0
M1B,HERGUN,M1B_0_1809,Kirazlı,0
M1B,HERGUN,M1B_0_1818,Kirazlı,0
M1B,HERGUN,M1B_0_1827,Kirazlı,0
M1B,HERGUN,M1B_0_1836,Kirazlı,0
M1B,HERGUN,M1B_0_1845,Kirazlı,0
M1B,HERGUN,M1B_0_1854,Kirazlı,0
M1B,HERGUN,M1B_0_1903,Kirazlı,0
M1B,HERGUN,M1B_0_1912,Kirazlı,0
M1B,HERGUN,M1B_0_1921,Kirazlı,0
M1B,HERGUN,M1B_0_1930,Kirazlı,0
M1B,HERGUN,M1B_0_1939,Kirazlı,0
M1B,HERGUN,M1B_0_1948,Kirazlı,0
M1B,HERGUN,M1B_0_1957,Kirazlı,0
M1B,HERGUN,M1B_0_2006,Kirazlı,0
M1B,HERGUN,M1B_0_2015,Kirazlı,0
M1B,HERGUN,M1B_0_2024,Kirazlı,0
M1B,HERGUN,M1B_0_2033,Kirazlı,0
M1B,HERGUN,M1B_0_2042,Kirazlı,0
M1B,HERGUN,M1B_0_2051,Kirazlı,0
M1B,HERGUN,M1B_0_2100,Kirazlı,0
M1B,HERGUN,M1B_0_2109,Kirazlı,0
M1B,HERGUN,M1B_0_2118,Kirazlı,0
M1B,HERGUN,M1B_0_2127,Kirazlı,0
M1B,HERGUN,M1B_0_2136,Kirazlı,0
M1B,HERGUN,M1B_0_2145,Kirazlı,0
M1B,HERGUN,M1B_0_2154,Kirazlı,0
M1B,HERGUN,M1B_0_2203,Kirazlı,0
M1B,HERGUN,M1B_0_2212,Kirazlı,0
M1B,HERGUN,M1B_0_2221,Kirazlı,0
M1B,HERGUN,M1B_0_2230,Kirazlı,0
M1B,HERGUN,M1B_0_2239,Kirazlı,0
M1B,HERGUN,M1B_0_2248,Kirazlı,0
M1B,HERGUN,M1B_0_2257,Kirazlı,0
M1B,HERGUN,M1B_0_2306,Kirazlı,0
M1B,HERGUN,M1B_0_2315,Kirazlı,0
M1B,HERGUN,M1B_0_2324,Kirazlı,0
M1B,HERGUN,M1B_0_2333,Kirazlı,0
M1B,HERGUN,M1B_0_2342,Kirazlı,0
M1B,HERGUN,M1B_0_2351,Kirazlı,0
M1B,HERGUN,M1B_1_0600,Yenikapı,1
M1B,HERGUN,M1B_1_0609,Yenikapı,1
M1B,HERGUN,M1B_1_0618,Yenikapı,1
M1B,HERGUN,M1B_1_0627,Yenikapı,1
M1B,HERGUN,M1B_1_0636,Yenikapı,1
M1B,HERGUN,M1B_1_0645,Yenikapı,1
M1B,HERGUN,M1B_1_0654,Yenikapı,1
M1B,HERGUN,M1B_1_0703,Yenikapı,1
M1B,HERGUN,M1B_1_0712,Yenikapı,1
M1B,HERGUN,M1B_1_0721,Yenikapı,1
M1B,HERGUN,M1B_1_0730,Yenikapı,1
M1B,HERGUN,M1B_1_0739,Yenikapı,1
M1B,HERGUN,M1B_1_0748,Yenikapı,1
M1B,HERGUN,M1B_1_0757,Yenikapı,1
M1B,HERGUN,M1B_1_0806,Yenikapı,1
M1B,HERGUN,M1B_1_0815,Yenikapı,1
M1B,HERGUN,M1B_1_0824,Yenikapı,1
M1B,HERGUN,M1B_1_0833,Yenikapı,1
M1B,HERGUN,M1B_1_0842,Yenikapı,1
M1B,HERGUN,M1B_1_0851,Yenikapı,1
M1B,HERGUN,M1B_1_0900,Yenikapı,1
M1B,HERGUN,M1B_1_0909,Yenikapı,1
M1B,HERGUN,M1B_1_0918,Yenikapı,1
M1B,HERGUN,M1B_1_0927,Yenikapı,1
M1B,HERGUN,M1B_1_0936,Yenikapı,1
M1B,HERGUN,M1B_1_0945,Yenikapı,1
M1B,HERGUN,M1B_1_0954,Yenikapı,1
M1B,HERGUN,M1B_1_1003,Yenikapı,1
M1B,HERGUN,M1B_1_1012,Yenikapı,1
M1B,HERGUN,M1B_1_1021,Yenikapı,1
M1B,HERGUN,M1B_1_1030,Yenikapı,1
M1B,HERGUN,M1B_1_1039,Yenikapı,1
M1B,HERGUN,M1B_1_1048,Yenikapı,1
M1B,HERGUN,M1B_1_1057,Yenikapı,1
M1B,HERGUN,M1B_1_1106,Yenikapı,1
M1B,HERGUN,M1B_1_1115,Yenikapı,1
M1B,HERGUN,M1B_1_1124,Yenikapı,1
M1B,HERGUN,M1B_1_1133,Yenikapı,1
M1B,HERGUN,M1B_1_1142,Yenikapı,1
M1B,HERGUN,M1B_1_1151,Yenikapı,1
